Shape_circ, Shape_eccent, Shape_e1, Shape_e2, Shape_corn, White_box, Black_box, Hu1, Hu2, Hu3, Hu4, Hu5, Hu6, Hu7
1.142451411249246318e+00,5.245110009549300401e+00,3.025460997572733322e+04,1.586887576186975348e+05,4.600000000000000000e+01,8.591350000000000000e+05,9.059700000000000000e+04,5.924436492302463941e-01,1.607909008263762596e-01,1.262570392547031073e-01,2.539023823895373289e-01,4.295969177672121636e-02,1.017953856469048096e-01,-1.486817137579244524e-02
1.035221506970418037e+00,4.048846097486064721e+00,2.281145361168455565e+04,9.236006493365339702e+04,2.500000000000000000e+01,5.766880000000000000e+05,1.650420000000000000e+05,7.543336296645557493e-01,3.219614902351766172e-01,2.428582276303456189e-01,5.127007122268502082e-01,1.772678667605385727e-01,2.907117127813744761e-01,-3.613857025073057005e-02
1.034787840873826470e+00,4.016652930071800576e+00,2.311422256124047271e+04,9.284180977693825844e+04,4.100000000000000000e+01,5.819960000000000000e+05,1.670200000000000000e+05,7.483788864119147455e-01,3.154167592828750477e-01,2.356590164335783111e-01,5.004867084408457512e-01,1.683507472732845012e-01,2.808943511127228176e-01,-3.466279899842970857e-02
1.088924571582912781e+00,4.708458849484916442e+00,3.179938584370477474e+04,1.497260996839771105e+05,5.800000000000000000e+01,8.657930000000000000e+05,1.846970000000000000e+05,5.778759640374185880e-01,1.540952858749615739e-01,1.114091643189497605e-01,2.352273168049589802e-01,3.609813409481815727e-02,9.233205977404448928e-02,-1.212347852522354177e-02
1.090021783264636834e+00,4.724259907368641542e+00,3.169379113935263013e+04,1.497297067921591224e+05,3.100000000000000000e+01,8.644190000000000000e+05,1.867690000000000000e+05,5.803277160113520239e-01,1.559225458276469467e-01,1.130542813221570853e-01,2.382998164589892887e-01,3.710081593628177660e-02,9.409204789758644771e-02,-1.238596661926791298e-02
8.760149484280410626e-01,2.184030490031021454e+00,1.729070880671666237e+04,3.776343522811709408e+04,2.600000000000000000e+01,3.210660000000000000e+05,8.452800000000000000e+04,1.168815876982160606e+00,9.971766300390033644e-01,1.023845439426675608e+00,1.793096683912243972e+00,2.426904154665969315e+00,1.789694478794643162e+00,-1.129854002156656101e-01
8.684364532782612445e-01,2.086582225039212535e+00,1.799635085369326407e+04,3.755086580688562390e+04,3.400000000000000000e+01,3.266300000000000000e+05,9.032000000000000000e+04,1.164815222625984692e+00,9.894877142510409840e-01,1.007708273562187173e+00,1.771273626826222136e+00,2.364001056730524741e+00,1.761185184680460258e+00,-1.074596041300370786e-01
1.101930918371525570e+00,4.794622104869014301e+00,1.438550604504268267e+04,6.897306527328847733e+04,4.400000000000000000e+01,3.937400000000000000e+05,6.655000000000000000e+04,1.026344938546393637e+00,6.828415720342958517e-01,6.817300054273274235e-01,1.264164576067437817e+00,1.162491749631691107e+00,1.043093264060052094e+00,-1.609228391614793696e-01
1.108451495820991672e+00,4.858271699912359409e+00,1.426370736279070115e+04,6.929696581647761923e+04,2.800000000000000000e+01,3.927660000000000000e+05,6.405400000000000000e+04,1.031634682332265074e+00,6.911463811454504613e-01,6.974675701552353058e-01,1.285591683640143756e+00,1.205790618467036168e+00,1.067192228737976700e+00,-1.673849633828579653e-01
1.064522828420431111e+00,4.314666120849361519e+00,3.396239077024147264e+04,1.465363768394079525e+05,4.100000000000000000e+01,8.861540000000000000e+05,2.267800000000000000e+05,5.636645858120599151e-01,1.456788285778613246e-01,9.877379648270702417e-02,2.176926473233763981e-01,3.028510586389375481e-02,8.308358935651026511e-02,-1.009007694929303645e-02
1.062845260955360693e+00,4.300056033381491893e+00,3.441153187797997089e+04,1.479715152698073070e+05,3.800000000000000000e+01,8.963390000000000000e+05,2.323590000000000000e+05,5.606508301533782435e-01,1.425427928785457932e-01,9.605733825939787029e-02,2.134644340920521799e-01,2.892721158731362610e-02,8.058630801924705767e-02,-9.877303866034701021e-03
1.146624369340060623e+00,5.349498494954985972e+00,3.044937761057366151e+04,1.628888997000798408e+05,2.600000000000000000e+01,8.731550000000000000e+05,9.126300000000000000e+04,5.886013412018427093e-01,1.576675188746822220e-01,1.253626899014133877e-01,2.492064765170769469e-01,4.156772403686154194e-02,9.892993267640440291e-02,-1.457131838644888308e-02
1.146355947798559871e+00,5.300435143373287694e+00,3.071397767990472494e+04,1.627974466873497586e+05,3.100000000000000000e+01,8.768100000000000000e+05,9.820600000000000000e+04,5.862226000264914028e-01,1.561329716601377593e-01,1.234932589055877244e-01,2.461673225729160697e-01,4.049312010473027357e-02,9.724561161001189780e-02,-1.423015750138909193e-02
1.120371423832251745e+00,5.035357835711887553e+00,2.211320151115539193e+04,1.113478825018722564e+05,2.000000000000000000e+01,6.210560000000000000e+05,1.141030000000000000e+05,7.302103159538204658e-01,2.863875392581238244e-01,2.328406424151537868e-01,4.711253707921558842e-01,1.514351811491287392e-01,2.520107213605352614e-01,-3.762531979889136707e-02
1.125959035491401083e+00,5.010744401076128618e+00,2.234909452390143997e+04,1.119856002547602984e+05,2.600000000000000000e+01,6.259410000000000000e+05,1.134420000000000000e+05,7.254761391329590525e-01,2.825232731949749443e-01,2.294511912462992020e-01,4.630231986990417381e-01,1.464637042756798957e-01,2.460060766448732839e-01,-3.640728936375679098e-02
1.130052052983105737e+00,5.152255097287199881e+00,2.953964515016494261e+04,1.521957872969924356e+05,5.800000000000000000e+01,8.396240000000000000e+05,1.580440000000000000e+05,5.971258696941936783e-01,1.665096743258528966e-01,1.285625045783379827e-01,2.603088834879433988e-01,4.517998509520015221e-02,1.062142857119102723e-01,-1.504813795310760115e-02
1.126521996627375399e+00,5.103581749979918314e+00,2.985758820183431089e+04,1.523806422452973202e+05,4.500000000000000000e+01,8.446960000000000000e+05,1.589640000000000000e+05,5.967842132996392657e-01,1.663786486607001791e-01,1.277494678398164163e-01,2.596708265049085251e-01,4.487915194858717316e-02,1.059125720888100669e-01,-1.492209995094323852e-02
1.113236410856132563e+00,4.798340420869188883e+00,3.390199365169747034e+04,1.626733064869906229e+05,2.700000000000000000e+01,9.238480000000000000e+05,1.182480000000000000e+05,5.605741016216456707e-01,1.401412852138078924e-01,1.025309348054211644e-01,2.145100338976655974e-01,2.995978657602193021e-02,8.027824236943398306e-02,-1.069819422687659505e-02
1.116857133277816105e+00,4.799022139895122052e+00,3.421897465020969685e+04,1.642176169508662715e+05,5.100000000000000000e+01,9.321580000000000000e+05,1.143620000000000000e+05,5.548448633967421051e-01,1.360642507903075393e-01,9.946424272714429748e-02,2.079288257583100374e-01,2.810911120876004657e-02,7.666819662478255304e-02,-1.019947613373559103e-02
1.075732814726479081e+00,4.248015349056485590e+00,2.280378384322511556e+04,9.687082378258659446e+04,3.400000000000000000e+01,5.841150000000000000e+05,6.967500000000000000e+04,7.507286539983126783e-01,3.138982012915438324e-01,2.413028870906629986e-01,5.071377553028756369e-01,1.733908710120517782e-01,2.839511871998591230e-01,-3.753353026521226432e-02
1.076045361109298160e+00,4.238500235885427792e+00,2.289281061677212710e+04,9.703118319926908589e+04,1.400000000000000000e+01,5.856090000000000000e+05,6.762600000000000000e+04,7.526776305535894940e-01,3.161349131484435526e-01,2.433304647915649488e-01,5.109627719668214940e-01,1.761427426379240102e-01,2.871086556486446839e-01,-3.788022250185040657e-02
1.102772906485074200e+00,4.687243331337476171e+00,2.434762058788022841e+04,1.141232222344766342e+05,2.600000000000000000e+01,6.559620000000000000e+05,9.016200000000000000e+04,6.955409426926876248e-01,2.533505537052447854e-01,1.952661203937999801e-01,4.071351092233840285e-01,1.111241753073621552e-01,2.048672744913290211e-01,-2.879595615326860716e-02
1.108135795110492872e+00,4.708928385510436243e+00,2.413798771999716701e+04,1.136640555437970033e+05,3.000000000000000000e+01,6.514890000000000000e+05,8.233500000000000000e+04,7.015568943078431818e-01,2.583861950857999079e-01,1.995648025745308807e-01,4.170461477719275001e-01,1.165101915149296813e-01,2.119228581191705540e-01,-3.001609186979188604e-02
1.107489708785211580e+00,4.786427529765223454e+00,2.775261014356167288e+04,1.328358572139851749e+05,3.400000000000000000e+01,7.584900000000000000e+05,1.215020000000000000e+05,6.346635569958689604e-01,1.974087486384632495e-01,1.478044411853681461e-01,3.104770293488338662e-01,6.369401931202031686e-02,1.379430878902496438e-01,-1.914869424212241322e-02
1.106844514205354679e+00,4.774185999101926647e+00,2.787368800756760174e+04,1.330741710290645133e+05,2.400000000000000000e+01,7.608020000000000000e+05,1.226020000000000000e+05,6.305411013294308642e-01,1.945742493676800300e-01,1.455729877543491257e-01,3.050016300595937424e-01,6.153915413292473935e-02,1.345350797932971521e-01,-1.852799295894663398e-02
1.099894036167417877e+00,4.708233345558332950e+00,3.766587810724705923e+04,1.773397432942761807e+05,5.500000000000000000e+01,1.020682000000000000e+06,1.701050000000000000e+05,5.245010869035179324e-01,1.169447022551807908e-01,8.348262685322432874e-02,1.752723891816959367e-01,1.978517761567341257e-02,5.988206859715201197e-02,-7.619312267854510753e-03
1.102743602546122581e+00,4.727486038445373850e+00,3.756866039850897505e+04,1.776053175170467875e+05,5.700000000000000000e+01,1.020214000000000000e+06,1.640100000000000000e+05,5.250608671284722195e-01,1.173407289294707417e-01,8.412205319637391931e-02,1.759383170423468867e-01,1.997729558421699678e-02,6.021080462411891598e-02,-7.683763854929333628e-03
1.125878977376804757e+00,5.055148631261916492e+00,1.177364658088624856e+04,5.951753339832866186e+04,1.300000000000000000e+01,3.303770000000000000e+05,5.062000000000000000e+04,1.184288771743074342e+00,9.578484292510809350e-01,1.087839586383206658e+00,1.917202522124781705e+00,2.751119270139124495e+00,1.873260578222494921e+00,-3.119985446905002568e-01
1.122050064111647538e+00,5.053240540393586500e+00,1.183822754393747891e+04,5.982141135142886196e+04,3.700000000000000000e+01,3.321180000000000000e+05,5.134500000000000000e+04,1.178197017434096550e+00,9.476577236849734742e-01,1.073508669341987964e+00,1.890711006806065519e+00,2.676507508306841476e+00,1.837516852687619551e+00,-3.033741706193580079e-01
1.110310883392212844e+00,4.767770560532831325e+00,2.312887082525968435e+04,1.102731494190398080e+05,5.600000000000000000e+01,6.283800000000000000e+05,8.559600000000000000e+04,7.205247401255405748e-01,2.773541058287418704e-01,2.188422657016714235e-01,4.517673143290570348e-01,1.378617777252042487e-01,2.378221470056653408e-01,-3.423469361399671118e-02
1.110823890336733566e+00,4.754747686093995007e+00,2.325867464853842102e+04,1.105891294667511102e+05,4.900000000000000000e+01,6.310630000000000000e+05,8.599700000000000000e+04,7.181552002359748998e-01,2.748177188325324760e-01,2.161706492901011301e-01,4.472022477161308740e-01,1.348889238482713637e-01,2.343430831267347414e-01,-3.374014060196619397e-02
1.108137739110957476e+00,4.756578241172490173e+00,2.354633520925542689e+04,1.119999857156980725e+05,1.800000000000000000e+01,6.390030000000000000e+05,8.432700000000000000e+04,7.126455235464241866e-01,2.699388417381064498e-01,2.119240276779405241e-01,4.377287062156206554e-01,1.293138399867085342e-01,2.273396122260304686e-01,-3.243986001694361410e-02
1.108516284384710060e+00,4.737127020839742464e+00,2.366545610513412976e+04,1.121062715761277359e+05,3.700000000000000000e+01,6.409280000000000000e+05,8.297200000000000000e+04,7.129938589408453264e-01,2.701148736064101774e-01,2.116578234114763757e-01,4.380882020998850823e-01,1.293774234217931474e-01,2.275998841512123227e-01,-3.251681177784880583e-02
1.041022912977027870e+00,3.834034083208659016e+00,8.344888299160262250e+03,3.199458615954958441e+04,1.500000000000000000e+01,2.033470000000000000e+05,2.785100000000000000e+04,1.769812236321983256e+00,2.481892816263759016e+00,4.066221231573953432e+00,6.106641306902671040e+00,3.040361310791652727e+01,9.611014414774933456e+00,-1.262190695456093081e+00
1.042329020893506097e+00,3.840138900044516745e+00,8.362051970475356939e+03,3.211144105601631964e+04,2.000000000000000000e+01,2.038400000000000000e+05,2.872200000000000000e+04,1.762934777976886025e+00,2.462714647010934232e+00,4.028238121628098689e+00,6.043439535421983422e+00,2.979263288264560927e+01,9.474685735889124771e+00,-1.238535679847151627e+00
9.838838698513947545e-01,3.392637752102572790e+00,2.589422479001799366e+04,8.784972458404536883e+04,2.400000000000000000e+01,5.992700000000000000e+05,1.639540000000000000e+05,7.198475901557235268e-01,2.907345232896000886e-01,1.982157904999662934e-01,4.434910278539778150e-01,1.290833297669560786e-01,2.389921373663820292e-01,-2.504805775551015648e-02
9.833843920875527944e-01,3.367051663260066441e+00,2.602462625706764811e+04,8.762626112458122952e+04,2.100000000000000000e+01,6.000150000000000000e+05,1.650350000000000000e+05,7.210778197119098731e-01,2.922500720615520131e-01,1.991778263786731507e-01,4.454441494401609747e-01,1.302948275382911358e-01,2.406711990128849177e-01,-2.505272844560925069e-02
1.052749895201601671e+00,4.154170580856610506e+00,3.152241924905993801e+04,1.309495066818729247e+05,3.600000000000000000e+01,8.067950000000000000e+05,1.950240000000000000e+05,5.980645422837718161e-01,1.719213756555572903e-01,1.157829733684243301e-01,2.590364500810112269e-01,4.293918648975204866e-02,1.074042010822768012e-01,-1.298794196836870751e-02
1.049154428527700800e+00,4.124109457621893071e+00,3.197976425296126399e+04,1.318880482081560767e+05,3.500000000000000000e+01,8.155180000000000000e+05,1.940980000000000000e+05,5.934070573887098021e-01,1.690342134977715627e-01,1.133968403097609240e-01,2.535020755366961809e-01,4.114405066908126407e-02,1.042236189344975111e-01,-1.242986205554629658e-02
1.036777697170563783e+00,3.847084933861323108e+00,1.305526500068850874e+04,5.022471329171579418e+04,3.200000000000000000e+01,3.194220000000000000e+05,4.780200000000000000e+04,1.201752861783024429e+00,1.020995644231237121e+00,1.133964714522311512e+00,1.980566530633490974e+00,2.957179932508722686e+00,1.998708981637782989e+00,-2.548005786068590073e-01
1.042836143209117772e+00,3.819918183015587054e+00,1.320435339220682363e+04,5.043954961785439082e+04,2.000000000000000000e+01,3.219400000000000000e+05,4.914100000000000000e+04,1.192951339992254223e+00,1.004677251644582103e+00,1.108195206427383672e+00,1.938994201601014433e+00,2.831761645205655764e+00,1.941075268391507347e+00,-2.447576250584029278e-01
1.127081796430428495e+00,5.111140913819136600e+00,1.523685621733598236e+04,7.787771921040542657e+04,6.000000000000000000e+01,4.300560000000000000e+05,7.475400000000000000e+04,9.581009528130841613e-01,5.716555977665376265e-01,5.504607626727221481e-01,1.039483408056271374e+00,7.760235203429316497e-01,7.848349280086345248e-01,-1.267231094766902155e-01
1.130519103535023717e+00,5.138463127017962151e+00,1.523432157109725813e+04,7.828099965821760998e+04,3.400000000000000000e+01,4.311840000000000000e+05,7.256100000000000000e+04,9.613982036507048301e-01,5.760773616619426774e-01,5.567866161468764119e-01,1.050093841373543446e+00,7.924692935401936866e-01,7.958969268282451992e-01,-1.292878817959909887e-01
1.129465630708948565e+00,5.115069558484140799e+00,1.529775192871622130e+04,7.824906520381839073e+04,2.800000000000000000e+01,4.319350000000000000e+05,7.228300000000000000e+04,9.582070235917647949e-01,5.704341540311752556e-01,5.479113369631549713e-01,1.038269519794327689e+00,7.727001629816606654e-01,7.830846172041319164e-01,-1.272350437678350654e-01
1.129107920050099301e+00,5.134087200983539212e+00,1.532347805710398825e+04,7.867207256752969988e+04,2.500000000000000000e+01,4.334690000000000000e+05,7.122200000000000000e+04,9.573274036444361368e-01,5.694654522583832978e-01,5.477809511164933864e-01,1.036332210139793597e+00,7.704561063132858711e-01,7.809580378956582081e-01,-1.268075298415877461e-01
1.128399616053832322e+00,5.105169343455900233e+00,1.160338031261503056e+04,5.923722145242199622e+04,3.000000000000000000e+01,3.272040000000000000e+05,5.122600000000000000e+04,1.192725587401479492e+00,9.723293543515124648e-01,1.111144608391898547e+00,1.956662321484498035e+00,2.866771045537815255e+00,1.926179671728425635e+00,-3.245896963114157652e-01
1.126707697204216041e+00,5.068084713054854085e+00,1.175009512547101622e+04,5.955047748234001483e+04,2.600000000000000000e+01,3.301340000000000000e+05,5.127400000000000000e+04,1.186607896760817571e+00,9.625086743559849722e-01,1.095948288514223545e+00,1.928879997112431521e+00,2.786778375301046218e+00,1.889237015681202170e+00,-3.146305843031064198e-01
1.128378912803049472e+00,5.086985799820800125e+00,1.871016799222148256e+04,9.517835888869233895e+04,2.700000000000000000e+01,5.267620000000000000e+05,8.815400000000000000e+04,8.241829357279182311e-01,3.914440449777099595e-01,3.412254381373618362e-01,6.715427981529524804e-01,3.147797725210089714e-01,4.197663924030561322e-01,-6.520946582518680201e-02
1.129432257525306182e+00,5.107938013930849230e+00,1.873643353573333297e+04,9.570454110266108182e+04,4.000000000000000000e+01,5.285840000000000000e+05,8.633200000000000000e+04,8.195858446862447355e-01,3.852630204133538072e-01,3.350171324758839386e-01,6.605569485303175448e-01,3.040755060167546486e-01,4.096361933606639250e-01,-6.401726533165125188e-02
1.130762906785555133e+00,5.119858938187786812e+00,2.453484201129352732e+04,1.256149301685463870e+05,3.400000000000000000e+01,6.929860000000000000e+05,1.135610000000000000e+05,6.815177974596373645e-01,2.375728613695525515e-01,1.896653492283480458e-01,3.851328260625025424e-01,1.002743398601910058e-01,1.876883515435256722e-01,-2.792533735622422866e-02
1.129252434880094746e+00,5.123346631736512613e+00,2.427903051633201540e+04,1.243898892176776426e+05,2.700000000000000000e+01,6.859750000000000000e+05,1.105790000000000000e+05,6.828189612014334831e-01,2.379811706922770054e-01,1.897738942682824226e-01,3.865734714951984952e-01,1.008219063734465681e-01,1.885524059405313257e-01,-2.824931706478963495e-02
1.130331623010077058e+00,5.104453135195333502e+00,2.467777390751749044e+04,1.259665403918692464e+05,4.300000000000000000e+01,6.959040000000000000e+05,1.139440000000000000e+05,6.756586142650233828e-01,2.321102370895401501e-01,1.844263406841860353e-01,3.752619592640101254e-01,9.501771061125378892e-02,1.807681728895063622e-01,-2.678877424114672889e-02
1.129527842829856521e+00,5.111255559385479152e+00,2.439596569951009587e+04,1.246940153081984463e+05,4.000000000000000000e+01,6.884480000000000000e+05,1.098880000000000000e+05,6.797558597149464532e-01,2.355634852766488596e-01,1.874853484035468310e-01,3.817914492848752950e-01,9.834751878682622406e-02,1.852732468269153165e-01,-2.759796539486586431e-02
1.146996345596024591e+00,5.328096328336060061e+00,3.211011931779680890e+04,1.710858088395859522e+05,4.600000000000000000e+01,9.207600000000000000e+05,1.175340000000000000e+05,5.695319007033154968e-01,1.438645373683295203e-01,1.132507080022026325e-01,2.252076311210300941e-01,3.377666983996219924e-02,8.537765546617823165e-02,-1.235748607532331962e-02
1.150085324360935690e+00,5.369714530247271966e+00,3.181741607472722535e+04,1.708504414113858948e+05,2.800000000000000000e+01,9.157680000000000000e+05,1.122720000000000000e+05,5.695221886381570675e-01,1.438865555365081705e-01,1.139633829264604520e-01,2.254275839005284721e-01,3.392972096322437181e-02,8.546578485424825844e-02,-1.242187465236377006e-02
1.034152294484085965e+00,3.945639345215853133e+00,3.040262369973699970e+04,1.199577882674742868e+05,5.400000000000000000e+01,7.586910000000000000e+05,1.989390000000000000e+05,6.188538771927689641e-01,1.902863222240865348e-01,1.263720773371698469e-01,2.861922763101368838e-01,5.243399875461338122e-02,1.248312388804827394e-01,-1.459271100473418306e-02
1.033552245984747930e+00,3.941539573478244574e+00,3.026137946966846357e+04,1.192764247277403483e+05,5.400000000000000000e+01,7.547860000000000000e+05,2.014740000000000000e+05,6.230556869801111564e-01,1.945114385305483085e-01,1.300049665977335844e-01,2.925415273844103048e-01,5.503627299818982660e-02,1.290070681352967485e-01,-1.502648469056374475e-02
9.555108755553853861e-01,2.782123037248659614e+00,5.541815974279365037e+04,1.541801389023524534e+05,4.400000000000000000e+01,1.159946000000000000e+06,2.522440000000000000e+05,4.559421570148539660e-01,8.255762633858355903e-02,3.836319458637410529e-02,1.132392713206286927e-01,7.004643131249542985e-03,3.251749994484146034e-02,-2.577108097202671089e-03
9.514806890304733367e-01,2.769842829225433345e+00,5.547075359127018601e+04,1.536452690665106929e+05,3.700000000000000000e+01,1.158625000000000000e+06,2.535650000000000000e+05,4.596712512190260225e-01,8.507487034150462701e-02,3.979538954891737035e-02,1.163873095994711060e-01,7.456358952146207968e-03,3.393041452032605904e-02,-2.672723851064263880e-03
9.470527065000972078e-01,2.737055158166699531e+00,4.198650153944049089e+04,1.149193706118996779e+05,5.700000000000000000e+01,8.717610000000000000e+05,1.977370000000000000e+05,5.464690339622930715e-01,1.416698481192082415e-01,7.270258165878309975e-02,1.962302733616891337e-01,2.268142567778453841e-02,7.385829446646219321e-02,-5.907734210436980764e-03
9.497371677020568503e-01,2.728746791120459925e+00,4.200977328473780653e+04,1.146340340464263136e+05,4.800000000000000000e+01,8.709170000000000000e+05,1.972590000000000000e+05,5.488950178772807886e-01,1.429595211312738590e-01,7.320528258791869636e-02,1.984224517563056844e-01,2.314216216372145390e-02,7.502238784550215034e-02,-6.027721763605696677e-03
1.007595306877138830e+00,3.657227640674915570e+00,1.750957841224914591e+04,6.403651414584237500e+04,2.700000000000000000e+01,4.207030000000000000e+05,1.173710000000000000e+05,9.519008805023385644e-01,5.854714934405003124e-01,5.156591693673976406e-01,1.002847737346838963e+00,7.155343303943109134e-01,7.664679982617342846e-01,-8.993183145541802648e-02
1.005915005003332752e+00,3.627634562274094865e+00,1.762554979750470375e+04,6.393905362451123801e+04,4.300000000000000000e+01,4.217710000000000000e+05,1.163030000000000000e+05,9.519878185850008112e-01,5.872053228628220101e-01,5.183323203615392005e-01,1.003972465464316288e+00,7.187473134781590112e-01,7.684757862580726684e-01,-8.908626464699312408e-02
9.896970188261232648e-01,3.445894108549407697e+00,3.215351931808139489e+04,1.107976227873062307e+05,2.800000000000000000e+01,7.499390000000000000e+05,2.111550000000000000e+05,6.181966790504708209e-01,1.951917245271454493e-01,1.222081681399166536e-01,2.854975722272080074e-01,5.176400719705918918e-02,1.261144838645767430e-01,-1.281962729742319035e-02
9.871867278690636960e-01,3.454583741877391034e+00,3.219476921202233643e+04,1.112195262933471531e+05,5.600000000000000000e+01,7.518460000000000000e+05,2.127540000000000000e+05,6.181560534323429223e-01,1.938289001748788598e-01,1.207049711934999742e-01,2.844055096499281676e-01,5.109192825193915183e-02,1.251939063678081387e-01,-1.289884359300048564e-02
1.036444772169258677e+00,4.052464222511669156e+00,3.384512984461433371e+04,1.371561778015615128e+05,4.600000000000000000e+01,8.560060000000000000e+05,2.450900000000000000e+05,5.739457983436068167e-01,1.549030650491440009e-01,1.018060621521495873e-01,2.297082022851188454e-01,3.352464053230291841e-02,9.040768232012008632e-02,-1.049115573386643838e-02
1.035255357820212607e+00,4.020479417122178489e+00,3.412114477854029974e+04,1.371833602707671525e+05,6.400000000000000000e+01,8.595580000000000000e+05,2.460020000000000000e+05,5.727091002081936555e-01,1.546729139003901188e-01,1.014776387896615534e-01,2.286268290602603559e-01,3.325950448771967938e-02,8.991523394852717066e-02,-1.031994792990199861e-02
1.079334958991046367e+00,4.431488184864966762e+00,2.988438549707834318e+04,1.324323012422526372e+05,4.500000000000000000e+01,7.888510000000000000e+05,1.678070000000000000e+05,6.118752562031727349e-01,1.818798743957897313e-01,1.286789001195297877e-01,2.783166042706369248e-01,5.044834282095420064e-02,1.186928975866539115e-01,-1.513542791379154928e-02
1.076519649083270691e+00,4.411319098325355625e+00,3.003028865298285382e+04,1.324731858631264768e+05,4.600000000000000000e+01,7.909140000000000000e+05,1.713880000000000000e+05,6.079970549304831717e-01,1.788659308562863537e-01,1.260336733629545680e-01,2.731699875123895782e-01,4.851419172318283124e-02,1.155293173194452544e-01,-1.467991895679670103e-02
1.077475367856885136e+00,4.402311967107832125e+00,1.426176449455298280e+04,6.278473650644417648e+04,2.800000000000000000e+01,3.752240000000000000e+05,8.067600000000000000e+04,1.057750554547599808e+00,7.428149657505734860e-01,7.464333606865936055e-01,1.373657306018169599e+00,1.380699142521876199e+00,1.182215710692704258e+00,-1.686002876891783409e-01
1.074875517887853515e+00,4.410970425350767776e+00,1.424440813855676242e+04,6.283166302579965850e+04,4.600000000000000000e+01,3.751310000000000000e+05,8.173900000000000000e+04,1.054681778834142714e+00,7.363491937318931146e-01,7.366137601679768609e-01,1.361039532730512036e+00,1.352462666974324268e+00,1.166243504860861924e+00,-1.673809759712146517e-01
1.080088946744345746e+00,4.330563764194656606e+00,3.841969551703950856e+04,1.663789412374832027e+05,2.300000000000000000e+01,9.934270000000000000e+05,1.205180000000000000e+05,5.283466815433299768e-01,1.204621360640964478e-01,8.154390966541166796e-02,1.791450285214548077e-01,2.030880839400167268e-02,6.214285910129422469e-02,-7.508126086110476771e-03
1.077717589908609774e+00,4.285808064699196507e+00,3.891311799165133561e+04,1.667741549112107023e+05,2.800000000000000000e+01,1.001043000000000000e+06,1.268070000000000000e+05,5.283328636376111165e-01,1.206898267464239505e-01,8.127829912250135458e-02,1.791937945660547482e-01,2.029553105488601447e-02,6.222025981927013089e-02,-7.467644830344317454e-03
1.059184737339769589e+00,4.032250565994762503e+00,3.304961185486378963e+04,1.332643161076817196e+05,2.800000000000000000e+01,8.251320000000000000e+05,1.007640000000000000e+05,5.899599844919096725e-01,1.653394671778804226e-01,1.097022502414773670e-01,2.487850234472077093e-01,3.929725022137979529e-02,1.011607581196932726e-01,-1.203968358933443089e-02
1.056826097939710607e+00,4.009309920125305737e+00,3.325166966793955362e+04,1.333162490603997721e+05,3.400000000000000000e+01,8.279720000000000000e+05,1.013630000000000000e+05,5.865230347014379619e-01,1.629292467252537457e-01,1.077128813498417215e-01,2.445851618351851386e-01,3.793880443085027865e-02,9.872555716127930092e-02,-1.168988735495812836e-02
1.052215479052353908e+00,3.935241436255438430e+00,4.905903020360946539e+04,1.930591284797510598e+05,2.200000000000000000e+01,1.210661000000000000e+06,1.570690000000000000e+05,4.648785905126637807e-01,8.452302931309067791e-02,5.241924778248625849e-02,1.209449126433999600e-01,8.873915772849641503e-03,3.508169105656037262e-02,-3.740419481391163946e-03
1.052150364956427886e+00,3.920511175468132770e+00,4.936551765425325721e+04,1.935380636462692928e+05,2.800000000000000000e+01,1.216189000000000000e+06,1.573440000000000000e+05,4.619244133982976508e-01,8.281845803876825007e-02,5.126949735328208135e-02,1.184770599980214945e-01,8.492259308488443389e-03,3.401125074967806250e-02,-3.625572847351396163e-03
1.095892552003958409e+00,4.587850102986335443e+00,2.044339981754732435e+04,9.379125395832532377e+04,2.300000000000000000e+01,5.439660000000000000e+05,6.335000000000000000e+04,8.000102366263555087e-01,3.661691398518724938e-01,3.017303813480982089e-01,6.124079839915042012e-01,2.578500768374704100e-01,3.702734745815520201e-01,-5.305344976914621452e-02
1.095919166820942703e+00,4.586703036150244550e+00,2.040546650735178264e+04,9.359381518333253916e+04,2.300000000000000000e+01,5.427610000000000000e+05,6.403100000000000000e+04,7.998398952791642147e-01,3.663728966012793076e-01,3.021740945933288902e-01,6.124903763646984967e-01,2.581273373220712708e-01,3.704248813453033251e-01,-5.292954049882931528e-02
1.118849295420408563e+00,4.816057720398244868e+00,3.353453105375060113e+04,1.615042371813502687e+05,2.300000000000000000e+01,9.130870000000000000e+05,9.977900000000000000e+04,5.647500879457941769e-01,1.428241925402184975e-01,1.051337353617959047e-01,2.194983070015950055e-01,3.142594458734414981e-02,8.293023492697745858e-02,-1.114598218521499658e-02
1.118095816117617769e+00,4.820094380074658957e+00,3.345477362544655625e+04,1.612551663386848813e+05,2.200000000000000000e+01,9.111540000000000000e+05,1.001980000000000000e+05,5.634489223592551443e-01,1.418857493286454774e-01,1.045665700040454976e-01,2.180685242073901187e-01,3.101685345826417015e-02,8.211752704570417227e-02,-1.105941338525202010e-02
1.110305462035142021e+00,4.999806500653796171e+00,2.126465482115163468e+04,1.063191594089530408e+05,4.500000000000000000e+01,5.973670000000000000e+05,1.629170000000000000e+05,7.496184703652880588e-01,3.061235698499515379e-01,2.494378990292277221e-01,5.067828276342916105e-01,1.751979225210225366e-01,2.802356344199549709e-01,-4.209082570252700717e-02
